67,24,171,.251,60,6,10,9,83,1,24,3,0,86.0
47,29,137,.131,45,5,14,4,44,2,12,2,1,60.0
62,20,156,.269,56,7,17,4,57,0,8,2,0,73.0
48,23,145,.172,46,5,10,3,74,2,16,1,0,63.0
37,19,115,.157,36,4,9,2,45,2,4,1,1,45.0
37,25,117,.103,36,2,8,3,46,2,8,1,0,45.0
33,27,115,.052,31,3,7,2,53,1,8,1,1,41.0
59,23,181,.199,56,2,10,4,73,3,12,2,4,70.0
51,16,142,.246,51,5,9,4,64,1,16,0,2,65.0
56,17,122,.320,49,4,6,7,51,5,12,1,1,71.0
44,12,101,.317,44,6,11,5,47,2,20,0,1,62.0
48,25,160,.144,49,2,7,3,69,1,14,0,4,58.0
55,24,158,.196,52,2,8,6,61,4,12,6,0,67.0
44,10,97,.351,40,7,8,1,35,0,2,0,1,52.0
63,27,193,.187,59,3,12,2,79,2,14,2,0,75.0
57,20,146,.253,55,2,14,4,55,1,7,3,0,63.5
51,25,146,.178,50,6,11,5,63,4,6,2,3,64.0
41,19,132,.167,37,1,13,2,54,0,14,3,3,49.0
65,26,199,.196,60,6,13,7,90,1,16,0,0,80.0
45,29,156,.103,43,5,10,2,73,4,12,1,1,60.0
51,22,118,.246,49,2,12,1,55,2,2,1,3,56.0
46,19,102,.265,45,3,5,0,43,1,8,0,2,54.0
37,21,140,.114,36,3,3,6,72,0,10,1,2,45.0
47,24,160,.144,47,3,7,5,69,1,14,2,2,58.0
45,24,139,.151,42,1,6,6,63,1,6,1,1,50.0
26,14,119,.101,24,4,5,1,49,1,0,2,1,31.0
51,26,172,.145,50,1,9,7,84,5,10,3,4,62.0
64,36,219,.128,60,3,6,3,100,2,14,5,9,76.0
58,27,170,.182,54,2,9,5,79,2,2,0,0,63.0
52,12,106,.377,50,5,2,2,56,1,8,0,2,62.0
57,23,160,.212,55,5,3,7,68,1,8,0,1,67.0
