31,19,137,.088,31,2,3,3,63,3,6,2,0,39.0
29,23,129,.047,29,3,9,2,55,7,4,1,1,41.0
54,24,159,.189,51,9,6,1,85,6,6,2,3,72.0
32,21,116,.095,32,9,2,6,62,3,10,1,4,49.0
47,18,130,.223,43,6,4,0,66,1,6,3,1,57.0
48,17,137,.226,46,11,2,2,70,4,14,4,0,70.0
27,28,137,-.007,26,1,2,3,63,1,4,0,0,31.0
38,8,87,.345,36,7,3,4,42,3,14,3,1,55.0
64,28,184,.196,59,10,9,3,75,2,10,5,0,81.0
52,24,153,.183,47,7,7,4,69,4,12,3,0,69.0
52,20,170,.188,46,8,5,5,87,2,20,0,2,72.0
40,8,78,.410,39,10,6,0,30,2,8,0,0,56.0
52,21,189,.164,44,3,6,4,91,2,14,2,1,64.0
38,17,129,.163,37,9,4,1,60,1,16,4,0,56.0
47,21,147,.177,46,5,6,7,72,8,10,3,1,65.0
46,15,124,.250,45,4,8,7,49,2,14,4,2,59.0
37,30,150,.047,34,2,6,5,73,6,12,3,2,51.0
44,16,136,.206,41,4,4,4,69,6,6,2,0,57.0
47,17,129,.233,43,4,1,1,73,2,6,3,0,56.0
38,13,96,.260,37,11,7,3,49,3,10,1,1,57.0
49,22,135,.200,47,5,11,6,72,1,2,5,0,56.0
50,24,162,.160,47,5,4,6,77,3,12,2,1,64.0
36,19,116,.147,31,3,5,2,48,2,0,0,1,41.0
55,29,200,.130,52,3,3,3,102,1,16,1,2,67.0
51,29,161,.137,47,8,5,5,82,1,16,0,3,68.0
52,14,158,.241,50,6,3,7,87,3,14,3,1,68.0
53,21,162,.198,49,1,4,4,89,4,12,3,1,64.0
30,15,109,.138,29,2,5,5,42,0,6,0,0,35.0
