65,24,157,.261,57,11,12,7,63,2,10,2,1,83.0
41,11,114,.263,36,1,8,7,55,2,8,0,2,48.0
60,30,209,.144,59,3,9,5,117,2,14,2,0,72.0
62,29,183,.180,56,7,8,1,88,4,18,2,1,82.0
26,16,105,.095,24,1,3,3,36,1,4,0,2,30.0
32,20,118,.102,26,3,3,7,50,2,8,3,0,41.0
52,15,135,.274,50,8,7,8,42,1,8,0,1,65.0
38,24,170,.082,36,3,8,9,77,3,36,2,0,62.0
49,17,128,.250,45,6,6,5,46,1,10,1,0,61.0
41,8,110,.300,39,3,6,2,60,2,12,0,0,52.0
41,15,135,.193,38,3,8,10,54,0,16,2,2,52.0
36,16,120,.167,35,5,4,9,67,3,10,3,3,49.0
31,9,106,.208,30,1,2,6,44,2,4,3,0,36.0
57,21,171,.211,56,7,8,7,77,0,16,5,0,72.0
58,29,200,.145,54,4,5,2,101,2,16,2,1,72.0
38,20,120,.150,38,3,7,5,46,1,26,8,0,55.0
37,23,152,.092,32,2,6,5,82,2,10,2,0,46.0
60,32,187,.150,54,4,10,13,90,0,16,2,0,72.0
24,10,94,.149,24,1,8,2,39,2,22,3,3,38.0
24,13,90,.122,24,2,6,10,33,0,12,1,1,32.0
33,14,126,.151,32,1,7,4,57,1,8,4,2,39.0
25,17,120,.067,24,5,4,9,56,2,4,0,2,34.0
18,11,69,.101,18,2,5,12,20,0,10,0,0,25.0
22,15,86,.081,20,4,4,10,36,2,2,2,3,29.0
50,17,122,.270,47,9,3,4,62,2,16,1,1,69.0
56,18,161,.236,54,5,10,2,78,2,14,0,0,70.0
39,25,149,.094,33,5,8,8,72,3,20,1,1,57.0
43,20,140,.164,42,8,11,5,58,2,14,0,1,60.0
