44,13,101,.307,42,1,3,2,46,5,10,0,0,55.0
22,14,69,.116,21,2,3,9,21,1,8,0,4,29.0
37,22,113,.133,34,6,8,7,34,2,8,1,0,49.0
60,28,159,.201,57,6,12,4,61,1,6,2,0,70.0
30,20,110,.091,27,3,7,5,35,3,10,0,2,41.0
32,21,122,.090,31,3,4,7,58,0,2,4,4,36.0
58,28,165,.182,55,7,8,8,77,4,8,0,0,73.0
28,17,100,.110,25,7,3,5,34,0,6,1,0,38.0
28,24,112,.036,27,1,2,6,42,2,8,0,0,35.0
29,16,102,.127,29,3,4,3,36,0,16,1,3,40.0
27,19,90,.089,26,1,6,7,31,1,6,1,3,32.0
30,13,98,.173,29,4,3,7,42,1,10,0,1,40.0
56,23,163,.202,51,5,7,2,71,2,10,0,1,68.0
25,20,98,.051,25,0,2,6,37,1,4,3,2,28.0
32,24,123,.065,31,1,4,9,61,2,8,1,0,39.0
31,16,101,.149,30,3,5,1,29,1,4,2,1,37.0
25,17,108,.074,23,1,4,10,43,2,6,2,1,31.0
47,29,181,.099,45,13,7,4,83,5,18,1,1,74.0
25,22,105,.029,23,3,2,6,45,1,8,0,0,33.0
28,19,97,.093,26,0,6,3,28,0,12,2,1,34.0
27,17,98,.102,26,3,6,11,42,2,0,1,1,32.0
35,17,98,.184,33,4,5,7,42,1,4,0,0,42.0
24,12,93,.129,24,1,4,6,36,0,12,2,1,31.0
23,19,85,.047,19,1,9,3,28,0,4,2,2,26.0
45,25,138,.145,40,4,10,9,52,1,0,0,0,50.0
43,17,121,.215,38,3,7,5,50,2,8,1,1,52.0
32,13,105,.181,30,2,1,5,39,1,2,2,1,36.0
